General Ledger,,,,,,,,,
"Johnson Family Dentistry, PLLC",,,,,,,,,
"January 1-December 31, 2023",,,,,,,,,
,,,,,,,,,
,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Split account,Amount,Balance
,109 Summit Checking 5809,07/12/2023,Deposit,,Credit Card,,Fees,"1,499.40","27,575.92"
,109 Summit Checking 5809,07/13/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-736.84,"26,839.08"
,109 Summit Checking 5809,07/13/2023,Deposit,,Credit Card,,Fees,"1,279.40","28,118.48"
,109 Summit Checking 5809,07/13/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-49.62,"28,068.86"
,109 Summit Checking 5809,07/14/2023,Deposit,,Credit Card,,Fees,785.81,"28,854.67"
,109 Summit Checking 5809,07/14/2023,Deposit,,Credit Card,,Fees,800.00,"29,654.67"
,109 Summit Checking 5809,07/17/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"29,154.67"
,109 Summit Checking 5809,07/17/2023,Deposit,,Credit Card,,Fees,"1,300.00","30,454.67"
,109 Summit Checking 5809,07/17/2023,Deposit,,Credit Card,,Fees,739.80,"31,194.47"
,109 Summit Checking 5809,07/18/2023,Deposit,,American Express,,Fees,106.00,"31,300.47"
,109 Summit Checking 5809,07/18/2023,Deposit,,Credit Card,,Fees,498.50,"31,798.97"
,109 Summit Checking 5809,07/18/2023,Deposit,,Checks,,Fees,"6,000.80","37,799.77"
,109 Summit Checking 5809,07/19/2023,Deposit,,Credit Card,,Fees,948.00,"38,747.77"
,109 Summit Checking 5809,07/19/2023,Deposit,,Credit Card,,Fees,339.40,"39,087.17"
,109 Summit Checking 5809,07/20/2023,Deposit,,Checks,,Fees,"1,772.82","40,859.99"
,109 Summit Checking 5809,07/20/2023,Deposit,,Credit Card,,Fees,63.20,"40,923.19"
,109 Summit Checking 5809,07/21/2023,Deposit,,Credit Card,,Fees,943.66,"41,866.85"
,109 Summit Checking 5809,07/24/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"41,366.85"
,109 Summit Checking 5809,07/25/2023,Deposit,,Checks,,Fees,"3,291.70","44,658.55"
,109 Summit Checking 5809,07/25/2023,Deposit,,Credit Card,,Fees,125.80,"44,784.35"
,109 Summit Checking 5809,07/26/2023,Deposit,,Credit Card,,Fees,985.55,"45,769.90"
,109 Summit Checking 5809,07/27/2023,Deposit,,Credit Card,,Fees,686.20,"46,456.10"
,109 Summit Checking 5809,07/28/2023,Deposit,,Credit Card,,Fees,"1,015.60","47,471.70"
,109 Summit Checking 5809,07/28/2023,Deposit,,Credit Card,,Fees,"1,300.00","48,771.70"
,109 Summit Checking 5809,07/31/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"48,271.70"
,109 Summit Checking 5809,07/31/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-833.08,"47,438.62"
,109 Summit Checking 5809,07/31/2023,Deposit,,Interest Earned,,Interest Income,23.17,"47,461.79"
,109 Summit Checking 5809,08/01/2023,Deposit,,Checks,,Fees,"3,215.53","50,677.32"
,109 Summit Checking 5809,08/01/2023,Deposit,,Credit Card,,Fees,"1,392.60","52,069.92"
,109 Summit Checking 5809,08/02/2023,Deposit,,Credit Card,,Fees,375.30,"52,445.22"
,109 Summit Checking 5809,08/02/2023,Deposit,,Credit Card,,Fees,500.00,"52,945.22"
,109 Summit Checking 5809,08/02/2023,Deposit,,Credit Card,,Fees,839.00,"53,784.22"
,109 Summit Checking 5809,08/03/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-530.10,"53,254.12"
,109 Summit Checking 5809,08/03/2023,Deposit,,Credit Card,,Fees,915.40,"54,169.52"
,109 Summit Checking 5809,08/03/2023,Deposit,,Checks,,Fees,"1,687.81","55,857.33"
,109 Summit Checking 5809,08/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","51,857.33"
,109 Summit Checking 5809,08/04/2023,Deposit,,Credit Card,,Fees,68.10,"51,925.43"
,109 Summit Checking 5809,08/07/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","43,425.43"
,109 Summit Checking 5809,08/07/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"42,925.43"
,109 Summit Checking 5809,08/07/2023,Expense,,Summit Bank,,,"-7,049.16","35,876.27"
,109 Summit Checking 5809,08/08/2023,Deposit,,Credit Card,,Fees,"1,432.50","37,308.77"
,109 Summit Checking 5809,08/08/2023,Deposit,,Checks,,Fees,"2,737.00","40,045.77"
,109 Summit Checking 5809,08/08/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","30,045.77"
,109 Summit Checking 5809,08/09/2023,Deposit,,Credit Card,,Fees,326.40,"30,372.17"
,109 Summit Checking 5809,08/10/2023,Deposit,,American Express,,Fees,679.00,"31,051.17"
,109 Summit Checking 5809,08/10/2023,Deposit,,Checks,,Fees,281.00,"31,332.17"
,109 Summit Checking 5809,08/10/2023,Deposit,,Credit Card,,Fees,546.08,"31,878.25"
,109 Summit Checking 5809,08/10/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-49.62,"31,828.63"
,109 Summit Checking 5809,08/11/2023,Deposit,,Credit Card,,Fees,457.80,"32,286.43"
,109 Summit Checking 5809,08/11/2023,Deposit,,Credit Card,,Fees,"1,100.00","33,386.43"
,109 Summit Checking 5809,08/14/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-755.24,"32,631.19"
,109 Summit Checking 5809,08/14/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"32,131.19"
,109 Summit Checking 5809,08/15/2023,Deposit,,Credit Card,,Fees,"1,874.10","34,005.29"
,109 Summit Checking 5809,08/15/2023,Deposit,,Checks,,Fees,"6,212.80","40,218.09"
,109 Summit Checking 5809,08/16/2023,Deposit,,Credit Card,,Fees,"1,245.00","41,463.09"
,109 Summit Checking 5809,08/16/2023,Deposit,,Credit Card,,Fees,"1,000.00","42,463.09"
,109 Summit Checking 5809,08/16/2023,Deposit,,Credit Card,,Fees,510.20,"42,973.29"
,109 Summit Checking 5809,08/17/2023,Deposit,,Credit Card,,Fees,"1,350.83","44,324.12"
,109 Summit Checking 5809,08/17/2023,Deposit,,Checks,,Fees,462.92,"44,787.04"
,109 Summit Checking 5809,08/18/2023,Deposit,,Credit Card,,Fees,665.20,"45,452.24"
,109 Summit Checking 5809,08/18/2023,Deposit,,Credit Card,,Fees,300.00,"45,752.24"
,109 Summit Checking 5809,08/21/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"45,252.24"
,109 Summit Checking 5809,08/22/2023,Deposit,,Checks,,Fees,"2,715.01","47,967.25"
,109 Summit Checking 5809,08/22/2023,Deposit,,Credit Card,,Fees,102.00,"48,069.25"
,109 Summit Checking 5809,08/23/2023,Deposit,,Credit Card,,Fees,"1,158.80","49,228.05"
,109 Summit Checking 5809,08/23/2023,Deposit,,Credit Card,,Fees,"3,200.00","52,428.05"
,109 Summit Checking 5809,08/24/2023,Deposit,,Credit Card,,Fees,176.40,"52,604.45"
,109 Summit Checking 5809,08/24/2023,Deposit,,Checks,,Fees,"2,590.25","55,194.70"
,109 Summit Checking 5809,08/25/2023,Deposit,,Credit Card,,Fees,316.20,"55,510.90"
,109 Summit Checking 5809,08/28/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"55,010.90"
,109 Summit Checking 5809,08/29/2023,Deposit,,Checks,,Fees,"3,190.85","58,201.75"
,109 Summit Checking 5809,08/29/2023,Deposit,,Credit Card,,Fees,93.00,"58,294.75"
,109 Summit Checking 5809,08/30/2023,Deposit,,Credit Card,,Fees,124.45,"58,419.20"
,109 Summit Checking 5809,08/31/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-644.85,"57,774.35"
,109 Summit Checking 5809,08/31/2023,Deposit,,Credit Card,,Fees,407.20,"58,181.55"
,109 Summit Checking 5809,08/31/2023,Deposit,,Interest Earned,,Interest Income,29.58,"58,211.13"
,109 Summit Checking 5809,08/31/2023,Deposit,,Checks,,Fees,"2,650.25","60,861.38"
,109 Summit Checking 5809,09/01/2023,Deposit,,Credit Card,,Fees,"4,000.00","64,861.38"
,109 Summit Checking 5809,09/01/2023,Deposit,,Credit Card,,Fees,"1,003.00","65,864.38"
,109 Summit Checking 5809,09/05/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"65,364.38"
,109 Summit Checking 5809,09/05/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-564.33,"64,800.05"
,109 Summit Checking 5809,09/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","56,300.05"
,109 Summit Checking 5809,09/05/2023,Expense,,Summit Bank,,,"-7,049.16","49,250.89"
,109 Summit Checking 5809,09/05/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","45,250.89"
,109 Summit Checking 5809,09/06/2023,Deposit,,American Express,,Fees,111.00,"45,361.89"
,109 Summit Checking 5809,09/06/2023,Deposit,,Credit Card,,Fees,193.00,"45,554.89"
,109 Summit Checking 5809,09/06/2023,Deposit,,Checks,,Fees,"6,553.65","52,108.54"
,109 Summit Checking 5809,09/07/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","42,108.54"
,109 Summit Checking 5809,09/07/2023,Deposit,,Credit Card,,Fees,207.81,"42,316.35"
,109 Summit Checking 5809,09/08/2023,Deposit,,Credit Card,,Fees,801.84,"43,118.19"
,109 Summit Checking 5809,09/11/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"42,618.19"
,109 Summit Checking 5809,09/12/2023,Deposit,,Credit Card,,Fees,63.40,"42,681.59"
,109 Summit Checking 5809,09/13/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-636.89,"42,044.70"
,109 Summit Checking 5809,09/13/2023,Deposit,,Checks,,Fees,"2,498.95","44,543.65"
,109 Summit Checking 5809,09/13/2023,Deposit,,Credit Card,,Fees,70.00,"44,613.65"
,109 Summit Checking 5809,09/14/2023,Deposit,,Credit Card,,Fees,74.00,"44,687.65"
,109 Summit Checking 5809,09/15/2023,Deposit,,Credit Card,,Fees,357.16,"45,044.81"
,109 Summit Checking 5809,09/18/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"44,544.81"
,109 Summit Checking 5809,09/19/2023,Deposit,,Checks,,Fees,"3,266.23","47,811.04"
,109 Summit Checking 5809,09/20/2023,Deposit,,Credit Card,,Fees,116.00,"47,927.04"
,109 Summit Checking 5809,09/21/2023,Deposit,,Checks,,Fees,226.96,"48,154.00"
,109 Summit Checking 5809,09/21/2023,Deposit,,Credit Card,,Fees,42.00,"48,196.00"
,109 Summit Checking 5809,09/21/2023,Deposit,,Credit Card,,Fees,"1,272.00","49,468.00"
,109 Summit Checking 5809,09/22/2023,Deposit,,Credit Card,,Fees,523.00,"49,991.00"
,109 Summit Checking 5809,09/25/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"49,491.00"
,109 Summit Checking 5809,09/25/2023,Deposit,,Checks,,Fees,"3,739.13","53,230.13"
,109 Summit Checking 5809,09/26/2023,Deposit,,Credit Card,,Fees,565.00,"53,795.13"
,109 Summit Checking 5809,09/27/2023,Deposit,,Credit Card,,Fees,31.00,"53,826.13"
,109 Summit Checking 5809,09/28/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-702.06,"53,124.07"
,109 Summit Checking 5809,09/29/2023,Deposit,,Interest Earned,,Interest Income,29.78,"53,153.85"
,109 Summit Checking 5809,10/02/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"52,653.85"
,109 Summit Checking 5809,10/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","48,653.85"
,109 Summit Checking 5809,10/03/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-416.47,"48,237.38"
,109 Summit Checking 5809,10/03/2023,Deposit,,Credit Card,,Fees,301.15,"48,538.53"
,109 Summit Checking 5809,10/04/2023,Deposit,,Credit Card,,Fees,280.00,"48,818.53"
,109 Summit Checking 5809,10/04/2023,Deposit,,Checks,,Fees,"4,687.46","53,505.99"
,109 Summit Checking 5809,10/05/2023,Deposit,,Credit Card,,Fees,223.00,"53,728.99"
,109 Summit Checking 5809,10/05/2023,Deposit,,Credit Card,,Fees,"1,469.00","55,197.99"
,109 Summit Checking 5809,10/05/2023,Expense,,Summit Bank,,,"-7,049.16","48,148.83"
,109 Summit Checking 5809,10/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","39,648.83"
,109 Summit Checking 5809,10/05/2023,Deposit,,Credit Card,,Fees,"1,285.54","40,934.37"
,109 Summit Checking 5809,10/05/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","30,934.37"
,109 Summit Checking 5809,10/06/2023,Deposit,,Checks,,Fees,363.00,"31,297.37"
,109 Summit Checking 5809,10/06/2023,Deposit,,Credit Card,,Fees,209.60,"31,506.97"
,109 Summit Checking 5809,10/10/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"31,006.97"
,109 Summit Checking 5809,10/10/2023,Deposit,,Credit Card,,Fees,108.40,"31,115.37"
,109 Summit Checking 5809,10/10/2023,Deposit,,Credit Card,,Fees,682.70,"31,798.07"
,109 Summit Checking 5809,10/10/2023,Expense,,moneyline,,Withdrawals,"-2,000.00","29,798.07"
,109 Summit Checking 5809,10/11/2023,Deposit,,Credit Card,,Fees,"1,019.92","30,817.99"
,109 Summit Checking 5809,10/11/2023,Deposit,,Credit Card,,Fees,800.00,"31,617.99"
,109 Summit Checking 5809,10/12/2023,Deposit,,Credit Card,,Fees,257.25,"31,875.24"
,109 Summit Checking 5809,10/13/2023,Deposit,,Credit Card,,Fees,312.20,"32,187.44"
,109 Summit Checking 5809,10/13/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-740.13,"31,447.31"
,109 Summit Checking 5809,10/16/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"30,947.31"
,109 Summit Checking 5809,10/17/2023,Deposit,,Credit Card,,Fees,"1,245.00","32,192.31"
,109 Summit Checking 5809,10/17/2023,Deposit,,Credit Card,,Fees,804.60,"32,996.91"
,109 Summit Checking 5809,10/18/2023,Deposit,,,,Fees,328.00,"33,324.91"
,109 Summit Checking 5809,10/18/2023,Deposit,,Credit Card,,Fees,407.00,"33,731.91"
,109 Summit Checking 5809,10/18/2023,Deposit,,Checks,,Fees,"6,347.75","40,079.66"
,109 Summit Checking 5809,10/19/2023,Deposit,,Credit Card,,Fees,"1,291.24","41,370.90"
,109 Summit Checking 5809,10/19/2023,Deposit,,Checks,,Fees,87.50,"41,458.40"
,109 Summit Checking 5809,10/20/2023,Deposit,,Credit Card,,Fees,349.80,"41,808.20"
,109 Summit Checking 5809,10/23/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"41,308.20"
,109 Summit Checking 5809,10/24/2023,Deposit,,Checks,,Fees,"2,434.90","43,743.10"
,109 Summit Checking 5809,10/24/2023,Deposit,,Credit Card,,Fees,628.88,"44,371.98"
,109 Summit Checking 5809,10/25/2023,Deposit,,Credit Card,,Fees,475.00,"44,846.98"
,109 Summit Checking 5809,10/26/2023,Deposit,,Credit Card,,Fees,665.56,"45,512.54"
,109 Summit Checking 5809,10/27/2023,Deposit,,Credit Card,,Fees,138.00,"45,650.54"
,109 Summit Checking 5809,10/30/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-696.85,"44,953.69"
,109 Summit Checking 5809,10/30/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"44,453.69"
,109 Summit Checking 5809,10/31/2023,Deposit,,Checks,,Fees,"4,493.68","48,947.37"
,109 Summit Checking 5809,10/31/2023,Deposit,,Credit Card,,Fees,108.00,"49,055.37"
,109 Summit Checking 5809,10/31/2023,Deposit,,Interest Earned,,Interest Income,26.37,"49,081.74"
,109 Summit Checking 5809,11/01/2023,Deposit,,Credit Card,,Fees,250.00,"49,331.74"
,109 Summit Checking 5809,11/01/2023,Deposit,,Credit Card,,Fees,"1,029.00","50,360.74"
,109 Summit Checking 5809,11/02/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-428.62,"49,932.12"
,109 Summit Checking 5809,11/02/2023,Deposit,,Credit Card,,Fees,544.86,"50,476.98"
,109 Summit Checking 5809,11/02/2023,Expense,,Washington State Department of Revenue,,Real Property Tax,"-9,331.06","41,145.92"
,109 Summit Checking 5809,11/03/2023,Deposit,,Credit Card,,Fees,"1,504.44","42,650.36"
,109 Summit Checking 5809,11/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","38,650.36"
,109 Summit Checking 5809,11/06/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","30,150.36"
,109 Summit Checking 5809,11/06/2023,Expense,,Summit Bank,,,"-7,049.16","23,101.20"
,109 Summit Checking 5809,11/06/2023,Deposit,,Transfer,Recurring Savings,Summit Bank MM 5906,-500.00,"22,601.20"
,109 Summit Checking 5809,11/07/2023,Deposit,,Credit Card,,Fees,681.50,"23,282.70"
,109 Summit Checking 5809,11/08/2023,Deposit,,Credit Card,,Fees,917.55,"24,200.25"
,109 Summit Checking 5809,11/08/2023,Expense,,moneyline,,Withdrawals,"-2,000.00","22,200.25"
,109 Summit Checking 5809,11/09/2023,Deposit,,Credit Card,,Fees,339.70,"22,539.95"
,109 Summit Checking 5809,11/09/2023,Deposit,,Checks,,Fees,"6,150.21","28,690.16"
,109 Summit Checking 5809,11/10/2023,Deposit,,Credit Card,,Fees,234.00,"28,924.16"
,109 Summit Checking 5809,11/10/2023,Deposit,,Credit Card,,Fees,184.40,"29,108.56"
,109 Summit Checking 5809,11/13/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"28,608.56"
,109 Summit Checking 5809,11/14/2023,Deposit,,Credit Card,,Fees,283.30,"28,891.86"
,109 Summit Checking 5809,11/15/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-698.49,"28,193.37"
,109 Summit Checking 5809,11/15/2023,Deposit,,Credit Card,,Fees,470.10,"28,663.47"
,109 Summit Checking 5809,11/16/2023,Deposit,,Checks,,Fees,"1,959.06","30,622.53"
,109 Summit Checking 5809,11/17/2023,Deposit,,Checks,,Fees,180.97,"30,803.50"
,109 Summit Checking 5809,11/17/2023,Deposit,,Credit Card,,Fees,106.08,"30,909.58"
,109 Summit Checking 5809,11/20/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"30,409.58"
,109 Summit Checking 5809,11/20/2023,Deposit,,Credit Card,,Fees,957.00,"31,366.58"
,109 Summit Checking 5809,11/20/2023,Deposit,,Credit Card,,Fees,506.30,"31,872.88"
,109 Summit Checking 5809,11/21/2023,Deposit,,Checks,,Fees,"2,261.78","34,134.66"
,109 Summit Checking 5809,11/22/2023,Deposit,,Credit Card,,Fees,298.60,"34,433.26"
,109 Summit Checking 5809,11/24/2023,Deposit,,Credit Card,,Fees,684.56,"35,117.82"
,109 Summit Checking 5809,11/27/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"34,617.82"
,109 Summit Checking 5809,11/28/2023,Deposit,,Checks,,Fees,"2,176.54","36,794.36"
,109 Summit Checking 5809,11/28/2023,Deposit,,Credit Card,,Fees,28.00,"36,822.36"
,109 Summit Checking 5809,11/29/2023,Deposit,,American Express,,Fees,72.00,"36,894.36"
,109 Summit Checking 5809,11/29/2023,Deposit,,Credit Card,,Fees,70.21,"36,964.57"
,109 Summit Checking 5809,11/30/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-597.56,"36,367.01"
,109 Summit Checking 5809,11/30/2023,Deposit,,Checks,,Fees,"1,869.52","38,236.53"
,109 Summit Checking 5809,11/30/2023,Deposit,,Credit Card,,Fees,220.00,"38,456.53"
,109 Summit Checking 5809,11/30/2023,Deposit,,Interest Earned,,Interest Income,20.31,"38,476.84"
,109 Summit Checking 5809,12/01/2023,Deposit,,American Express,,Fees,147.30,"38,624.14"
,109 Summit Checking 5809,12/01/2023,Deposit,,Credit Card,,Fees,"1,123.00","39,747.14"
,109 Summit Checking 5809,12/01/2023,Deposit,,Credit Card,,Fees,664.00,"40,411.14"
,109 Summit Checking 5809,12/04/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"39,911.14"
,109 Summit Checking 5809,12/04/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","35,911.14"
,109 Summit Checking 5809,12/04/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-330.64,"35,580.50"
,109 Summit Checking 5809,12/05/2023,Deposit,,American Express,,Fees,88.00,"35,668.50"
,109 Summit Checking 5809,12/05/2023,Deposit,,Credit Card,,Fees,221.60,"35,890.10"
,109 Summit Checking 5809,12/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","27,390.10"
,109 Summit Checking 5809,12/05/2023,Expense,,Summit Bank,,,"-7,049.16","20,340.94"
,109 Summit Checking 5809,12/06/2023,Deposit,,Credit Card,,Fees,950.70,"21,291.64"
,109 Summit Checking 5809,12/07/2023,Deposit,,Credit Card,,Fees,132.40,"21,424.04"
,109 Summit Checking 5809,12/07/2023,Deposit,,Checks,,Fees,"3,120.54","24,544.58"
,109 Summit Checking 5809,12/07/2023,Deposit,,Credit Card,,Fees,174.00,"24,718.58"
,109 Summit Checking 5809,12/08/2023,Deposit,,Credit Card,,Fees,240.15,"24,958.73"
,109 Summit Checking 5809,12/08/2023,Expense,,moneyline,,Withdrawals,"-2,000.00","22,958.73"
,109 Summit Checking 5809,12/11/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"22,458.73"
,109 Summit Checking 5809,12/12/2023,Deposit,,Credit Card,,Fees,601.80,"23,060.53"
,109 Summit Checking 5809,12/13/2023,Deposit,,Credit Card,,Fees,263.10,"23,323.63"
,109 Summit Checking 5809,12/14/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-718.12,"22,605.51"
,109 Summit Checking 5809,12/14/2023,Deposit,,Credit Card,,Fees,302.20,"22,907.71"
,109 Summit Checking 5809,12/15/2023,Deposit,,Credit Card,,Fees,500.00,"23,407.71"
,109 Summit Checking 5809,12/15/2023,Deposit,,Checks,,Fees,"2,169.50","25,577.21"
,109 Summit Checking 5809,12/18/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"25,077.21"
,109 Summit Checking 5809,12/18/2023,Deposit,,Credit Card,,Fees,938.00,"26,015.21"
,109 Summit Checking 5809,12/19/2023,Deposit,,Credit Card,,Fees,574.70,"26,589.91"
,109 Summit Checking 5809,12/20/2023,Deposit,,Checks,,Fees,"4,797.30","31,387.21"
,109 Summit Checking 5809,12/20/2023,Deposit,,Credit Card,,Fees,"1,095.96","32,483.17"
,109 Summit Checking 5809,12/21/2023,Deposit,,Credit Card,,Fees,292.60,"32,775.77"
,109 Summit Checking 5809,12/22/2023,Deposit,,Credit Card,,Fees,862.78,"33,638.55"
,109 Summit Checking 5809,12/26/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"33,138.55"
,109 Summit Checking 5809,12/27/2023,Deposit,,Credit Card,,Fees,421.48,"33,560.03"
,109 Summit Checking 5809,12/28/2023,Deposit,,Checks,,Fees,"5,741.61","39,301.64"
,109 Summit Checking 5809,12/28/2023,Deposit,,Credit Card,,Fees,645.20,"39,946.84"
,109 Summit Checking 5809,12/29/2023,Deposit,,American Express,,Fees,90.95,"40,037.79"
,109 Summit Checking 5809,12/29/2023,Deposit,,Interest Earned,,Interest Income,17.67,"40,055.46"
,109 Summit Checking 5809,12/29/2023,Deposit,,Credit Card,,Fees,168.00,"40,223.46"
Total for 109 Summit Checking 5809,,,,,,,,"-$22,736.91",
110 Summit Bank MM 5906,,,,,,,,,
,Beginning Balance,,,,,,,,"30,378.85"
,110 Summit Bank MM 5906,01/03/2023,Expense,,Transfer,,Summit Checking 5809,500.00,"30,878.85"
,110 Summit Bank MM 5906,01/09/2023,Expense,,Transfer,,Summit Checking 5809,500.00,"31,378.85"
